line_number,msg,577095893209460736,2015-03-15 13:15:57 +0000,aaronschock,"working chow line @ILFarmBureau Farmer's Share of the Food Dollar Breakfast.  This yr: $0.85 cents & 1,800 served http://t.co/9igqX13aF8"
3,"Expected 4 columns, found 5 columns",578290227023867904,2015-03-18 20:21:48 +0000,BennieGThompson,"THOMPSON CALLS FOR INVESTIGATION BY JUSTICE DEPARTMENT INTO HINDS COUNTY COURT J
578312980477173761,2015-03-18 21:52:13 +0000,BettyMcCollum04,Today is World Social Work Day.  Thanks to social workers for all that you do!
578025547084795904,2015-03-18 02:50:04 +0000,BillPascrell,|LIVE NOW| Test test #meerkat http://t.co/SrNaxSTAIH
494580090693369857,2014-07-30 20:27:37 +0000,BlumenauerMedia,Blumenauer"," Kinzinger Hail Passage of passage of the Emergency Afghan Allies Extension Act http://t.co/RCyIGH7kpF"""
